SalesOrderID,RevisionNumber,OrderDate,DueDate,ShipDate,Status,OnlineOrderFlag,SalesOrderNumber,PurchaseOrderNumber,AccountNumber,CustomerID,ShipToAddressID,BillToAddressID,ShipMethod,CreditCardApprovalCode,SubTotal,TaxAmt,Freight,TotalDue,Comment,rowguid,ModifiedDate
122294,1,2025-11-28 00:00:00.000,2025-12-10 00:00:00.000,2025-12-03 00:00:00.000,5,1,SO122294,PO496799054,10-4020-002474,2474,6030,3894,CARGO TRANSPORT 5,,3104.184,248.3347,25.5024,3378.0211,,592B6C93-0787-4D36-9B5E-05CBD1592BCA,2025-11-28 00:00:00.000
122295,1,2025-11-25 00:00:00.000,2025-12-07 00:00:00.000,2025-11-30 00:00:00.000,5,0,SO122295,PO281731208,10-4020-003115,3115,732,5710,OVERNIGHT J-FAST,,1166.301,93.3041,29.6105,1289.2156,,7F3D30A0-678F-4D63-BC1F-96179554A80C,2025-11-25 00:00:00.000
122296,1,2025-11-24 00:00:00.000,2025-12-06 00:00:00.000,2025-11-29 00:00:00.000,5,0,SO122296,PO149747769,10-4020-010163,10163,8333,11705,XRQ - TRUCK GROUND,,577.21,46.1768,37.364,660.7508,,0638452D-95D2-4D6A-B9B7-C63D577B9DBC,2025-11-24 00:00:00.000
122297,1,2025-11-20 00:00:00.000,2025-12-02 00:00:00.000,2025-11-25 00:00:00.000,5,0,SO122297,PO128826466,10-4020-006100,6100,4285,4394,OVERNIGHT J-FAST,,69.858,5.5886,25.9749,101.4215,,2F2694FA-B88E-420F-BCA0-34EE035303E4,2025-11-20 00:00:00.000
122298,1,2025-11-25 00:00:00.000,2025-12-07 00:00:00.000,2025-11-30 00:00:00.000,5,1,SO122298,PO644628693,10-4020-002355,2355,10951,4410,CARGO TRANSPORT 5,,476.7195,38.1376,18.8457,533.7028,,965CB487-995E-4BF2-8786-129301079DD8,2025-11-25 00:00:00.000
122299,1,2025-11-20 00:00:00.000,2025-12-02 00:00:00.000,2025-11-25 00:00:00.000,5,0,SO122299,PO486442798,10-4020-007209,7209,10101,6131,CARGO TRANSPORT 5,,501.77,40.1416,34.0136,575.9252,,765EBCBB-6FC8-4F16-B824-10EAA845F3AB,2025-11-20 00:00:00.000
122300,1,2025-11-26 00:00:00.000,2025-12-08 00:00:00.000,2025-12-01 00:00:00.000,5,0,SO122300,PO261137849,10-4020-002569,2569,10538,1280,OVERNIGHT J-FAST,,232.146,18.5717,16.2425,266.9602,,BDE19E78-63D8-40CB-BBB7-2A1F0A6A0C58,2025-11-26 00:00:00.000
122301,1,2025-11-23 00:00:00.000,2025-12-05 00:00:00.000,2025-11-28 00:00:00.000,5,0,SO122301,PO611742180,10-4020-004684,4684,1446,9953,CARGO TRANSPORT 5,,81.18,6.4944,23.2641,110.9385,,3AD47BD2-36A2-4B6D-BAB5-10224C4CB2AF,2025-11-23 00:00:00.000
122302,1,2025-11-27 00:00:00.000,2025-12-09 00:00:00.000,2025-12-02 00:00:00.000,5,1,SO122302,PO203611893,10-4020-004728,4728,11570,10049,XRQ - TRUCK GROUND,,224.927,17.9942,35.9081,278.8293,,6B256D22-7B5C-47BF-B559-294D6D927FF8,2025-11-27 00:00:00.000
122303,1,2025-11-25 00:00:00.000,2025-12-07 00:00:00.000,2025-11-30 00:00:00.000,5,1,SO122303,PO862549908,10-4020-009759,9759,3114,1150,XRQ - TRUCK GROUND,,442.581,35.4065,37.9006,515.8881,,8B1A8F60-5EEC-4C6F-AB94-75213DA52D4D,2025-11-25 00:00:00.000
122304,1,2025-11-22 00:00:00.000,2025-12-04 00:00:00.000,2025-11-27 00:00:00.000,5,0,SO122304,PO453765494,10-4020-001187,1187,11725,6904,XRQ - TRUCK GROUND,,1169.37,93.5496,33.5885,1296.5081,,5E2F8C9E-5934-489A-802E-6034E16C83ED,2025-11-22 00:00:00.000
122305,1,2025-11-23 00:00:00.000,2025-12-05 00:00:00.000,2025-11-28 00:00:00.000,5,0,SO122305,PO954470643,10-4020-000839,839,7232,1696,CARGO TRANSPORT 5,,861.272,68.9018,33.4689,963.6427,,52C8C830-3B52-4C9A-8E84-0BBC0D68542B,2025-11-23 00:00:00.000
122306,1,2025-11-27 00:00:00.000,2025-12-09 00:00:00.000,2025-12-02 00:00:00.000,5,0,SO122306,PO961799119,10-4020-006672,6672,8330,7329,OVERNIGHT J-FAST,,461.4,36.912,14.5723,512.8843,,D383CA95-AFF7-498E-B37B-ED2011C411A8,2025-11-27 00:00:00.000
122307,1,2025-11-22 00:00:00.000,2025-12-04 00:00:00.000,2025-11-27 00:00:00.000,5,0,SO122307,PO745992952,10-4020-006679,6679,9800,301,XRQ - TRUCK GROUND,,937.1215,74.9697,23.3194,1035.4106,,3FB66881-4964-4692-B149-8E0554A9FFD5,2025-11-22 00:00:00.000
122308,1,2025-11-26 00:00:00.000,2025-12-08 00:00:00.000,2025-12-01 00:00:00.000,5,1,SO122308,PO113421072,10-4020-001294,1294,6622,5046,CARGO TRANSPORT 5,,1759.891,140.7913,22.0713,1922.7536,,801C1A93-6C06-46C3-85A3-65B890CEB062,2025-11-26 00:00:00.000
122309,1,2025-11-21 00:00:00.000,2025-12-03 00:00:00.000,2025-11-26 00:00:00.000,5,1,SO122309,PO563693162,10-4020-004883,4883,11151,1430,XRQ - TRUCK GROUND,,3132.2735,250.5819,18.3518,3401.2072,,D7DB4073-A3C5-4AFF-AEE3-415F1358A60C,2025-11-21 00:00:00.000
122310,1,2025-11-25 00:00:00.000,2025-12-07 00:00:00.000,2025-11-30 00:00:00.000,5,1,SO122310,PO933049526,10-4020-007166,7166,5129,838,XRQ - TRUCK GROUND,,1321.578,105.7262,38.7741,1466.0783,,D10662D0-1B6D-4660-95CE-CE7D7FB9F0D9,2025-11-25 00:00:00.000
122311,1,2025-11-21 00:00:00.000,2025-12-03 00:00:00.000,2025-11-26 00:00:00.000,5,1,SO122311,PO222900032,10-4020-007287,7287,3464,6132,CARGO TRANSPORT 5,,244.7865,19.5829,17.5264,281.8958,,A693725C-5B2C-4F6B-8F0E-38FEC49B054E,2025-11-21 00:00:00.000
122312,1,2025-11-20 00:00:00.000,2025-12-02 00:00:00.000,2025-11-25 00:00:00.000,5,1,SO122312,PO145179445,10-4020-000540,540,2364,11222,XRQ - TRUCK GROUND,,114.99,9.1992,38.3815,162.5707,,46C04B2C-D9A1-4B04-9265-AE9373D52DBF,2025-11-20 00:00:00.000
122313,1,2025-11-23 00:00:00.000,2025-12-05 00:00:00.000,2025-11-28 00:00:00.000,5,1,SO122313,PO205233187,10-4020-001110,1110,4530,9454,OVERNIGHT J-FAST,,231.93,18.5544,13.5912,264.0756,,14EFD9BF-C8B2-4349-8AD2-6C3D89A12E5A,2025-11-23 00:00:00.000
122314,1,2025-11-21 00:00:00.000,2025-12-03 00:00:00.000,2025-11-26 00:00:00.000,5,1,SO122314,PO543042535,10-4020-009830,9830,8533,7609,CARGO TRANSPORT 5,,96.732,7.7386,28.2568,132.7274,,7383F65E-B9F9-45AB-B71E-7049A463E532,2025-11-21 00:00:00.000
122315,1,2025-11-24 00:00:00.000,2025-12-06 00:00:00.000,2025-11-29 00:00:00.000,5,0,SO122315,PO181394628,10-4020-000218,218,8345,964,XRQ - TRUCK GROUND,,2726.762,218.141,27.9567,2972.8597,,26264459-2573-48A7-81CA-2735507815A1,2025-11-24 00:00:00.000
122316,1,2025-11-22 00:00:00.000,2025-12-04 00:00:00.000,2025-11-27 00:00:00.000,5,0,SO122316,PO250988573,10-4020-004192,4192,1343,8995,OVERNIGHT J-FAST,,22.734,1.8187,33.5303,58.083,,E19E7EB2-8506-4C1C-90AE-AFE4EDECCCE6,2025-11-22 00:00:00.000
122317,1,2025-11-28 00:00:00.000,2025-12-10 00:00:00.000,2025-12-03 00:00:00.000,5,1,SO122317,PO217169127,10-4020-000397,397,3389,3089,CARGO TRANSPORT 5,,5625.876,450.0701,35.6702,6111.6163,,57635AD9-09E8-4479-BAB8-D04BA1DD5708,2025-11-28 00:00:00.000
122318,1,2025-11-21 00:00:00.000,2025-12-03 00:00:00.000,2025-11-26 00:00:00.000,5,0,SO122318,PO377681012,10-4020-000325,325,3703,11194,OVERNIGHT J-FAST,,1234.639,98.7711,10.879,1344.2891,,0C541DD7-4608-46EE-8435-88C8364EC464,2025-11-21 00:00:00.000
122319,1,2025-11-23 00:00:00.000,2025-12-05 00:00:00.000,2025-11-28 00:00:00.000,5,1,SO122319,PO518688378,10-4020-006960,6960,10251,2992,OVERNIGHT J-FAST,,1024.065,81.9252,32.1317,1138.1219,,95BC7C03-41AB-49CD-8829-EE63624C2492,2025-11-23 00:00:00.000
122320,1,2025-11-23 00:00:00.000,2025-12-05 00:00:00.000,2025-11-28 00:00:00.000,5,0,SO122320,PO400381858,10-4020-001761,1761,10527,8753,CARGO TRANSPORT 5,,439.8375,35.187,20.5475,495.572,,A2B5CB72-B7D3-4A77-913E-0CC93F5541B3,2025-11-23 00:00:00.000
122321,1,2025-11-23 00:00:00.000,2025-12-05 00:00:00.000,2025-11-28 00:00:00.000,5,1,SO122321,PO613867484,10-4020-003113,3113,4894,3843,XRQ - TRUCK GROUND,,3863.8875,309.111,30.4723,4203.4708,,0A352EAF-1D72-4D46-BD69-BFB7738CCD20,2025-11-23 00:00:00.000
122322,1,2025-11-22 00:00:00.000,2025-12-04 00:00:00.000,2025-11-27 00:00:00.000,5,1,SO122322,PO703083180,10-4020-000469,469,1831,2494,CARGO TRANSPORT 5,,548.322,43.8658,35.2623,627.4501,,DB236E97-AAD0-4ECF-986D-FEECC3B17219,2025-11-22 00:00:00.000
122323,1,2025-11-22 00:00:00.000,2025-12-04 00:00:00.000,2025-11-27 00:00:00.000,5,1,SO122323,PO138049217,10-4020-010138,10138,11793,6866,CARGO TRANSPORT 5,,1661.737,132.939,37.0785,1831.7545,,BD87A752-EC98-4C8F-9142-8FB1EE5B34AC,2025-11-22 00:00:00.000
122324,1,2025-11-22 00:00:00.000,2025-12-04 00:00:00.000,2025-11-27 00:00:00.000,5,0,SO122324,PO154249006,10-4020-003343,3343,3664,9352,XRQ - TRUCK GROUND,,283.644,22.6915,21.6618,327.9973,,0EAD7887-4E44-4F02-8FDB-F282B1D61473,2025-11-22 00:00:00.000
122325,1,2025-11-21 00:00:00.000,2025-12-03 00:00:00.000,2025-11-26 00:00:00.000,5,1,SO122325,PO753299347,10-4020-005412,5412,10823,2820,XRQ - TRUCK GROUND,,8867.526,709.4021,38.4625,9615.3906,,26DB0F95-2D0E-4C49-83D4-F70E5B4C4D66,2025-11-21 00:00:00.000
122326,1,2025-11-21 00:00:00.000,2025-12-03 00:00:00.000,2025-11-26 00:00:00.000,5,0,SO122326,PO382676071,10-4020-003351,3351,10310,2725,OVERNIGHT J-FAST,,1671.516,133.7213,12.2624,1817.4997,,B9E1547B-4B59-47D4-A3A6-B529ABDC25F4,2025-11-21 00:00:00.000
122327,1,2025-11-22 00:00:00.000,2025-12-04 00:00:00.000,2025-11-27 00:00:00.000,5,1,SO122327,PO933304249,10-4020-003918,3918,3510,11363,OVERNIGHT J-FAST,,24.213,1.937,26.0352,52.1852,,85BC7C4E-7D15-45D2-836D-7EEDC6FC7D97,2025-11-22 00:00:00.000
122328,1,2025-11-21 00:00:00.000,2025-12-03 00:00:00.000,2025-11-26 00:00:00.000,5,0,SO122328,PO781245553,10-4020-009425,9425,9511,8557,CARGO TRANSPORT 5,,1001.601,80.1281,15.4299,1097.159,,06B53218-2163-46CB-B785-C3E60234D9E1,2025-11-21 00:00:00.000
122329,1,2025-11-28 00:00:00.000,2025-12-10 00:00:00.000,2025-12-03 00:00:00.000,5,1,SO122329,PO650714673,10-4020-005590,5590,2603,6897,OVERNIGHT J-FAST,,47.72,3.8176,17.1788,68.7164,,D294E816-6906-410C-BA60-4F2A78334686,2025-11-28 00:00:00.000
122330,1,2025-11-23 00:00:00.000,2025-12-05 00:00:00.000,2025-11-28 00:00:00.000,5,0,SO122330,PO705634340,10-4020-009738,9738,11622,800,XRQ - TRUCK GROUND,,54.87,4.3896,36.6219,95.8815,,9768A53C-2B8C-46EF-AEC4-CA53997FD483,2025-11-23 00:00:00.000
122331,1,2025-11-21 00:00:00.000,2025-12-03 00:00:00.000,2025-11-26 00:00:00.000,5,1,SO122331,PO777115977,10-4020-005313,5313,9008,1970,XRQ - TRUCK GROUND,,1064.994,85.1995,17.7533,1167.9468,,AC837F49-A28D-4F47-9FE2-3B310A4091CB,2025-11-21 00:00:00.000
122332,1,2025-11-28 00:00:00.000,2025-12-10 00:00:00.000,2025-12-03 00:00:00.000,5,0,SO122332,PO275878225,10-4020-003794,3794,7939,10162,OVERNIGHT J-FAST,,231.174,18.4939,17.7229,267.3908,,1177AD18-571F-4CAD-AEF9-85FBFEA1A8D5,2025-11-28 00:00:00.000
122333,1,2025-11-24 00:00:00.000,2025-12-06 00:00:00.000,2025-11-29 00:00:00.000,5,1,SO122333,PO801064608,10-4020-002778,2778,8173,5815,CARGO TRANSPORT 5,,4653.206,372.2565,25.6761,5051.1386,,2D5CB61B-2E85-4CB4-9F69-189FD2A90769,2025-11-24 00:00:00.000
122334,1,2025-11-20 00:00:00.000,2025-12-02 00:00:00.000,2025-11-25 00:00:00.000,5,1,SO122334,PO100109844,10-4020-002273,2273,9954,7693,OVERNIGHT J-FAST,,1285.4345,102.8348,21.7087,1409.978,,85B856D2-D28A-4E38-9508-EC681F81B391,2025-11-20 00:00:00.000
122335,1,2025-11-25 00:00:00.000,2025-12-07 00:00:00.000,2025-11-30 00:00:00.000,5,0,SO122335,PO886854043,10-4020-004943,4943,10620,6745,CARGO TRANSPORT 5,,133.2,10.656,19.2754,163.1314,,942719D1-E57A-452D-A589-CFD3A6E1775E,2025-11-25 00:00:00.000
122336,1,2025-11-20 00:00:00.000,2025-12-02 00:00:00.000,2025-11-25 00:00:00.000,5,0,SO122336,PO306503514,10-4020-007994,7994,4993,7950,CARGO TRANSPORT 5,,448.64,35.8912,26.6046,511.1358,,C22B1CB9-EA81-4A6A-BF9D-9A7B001FEF32,2025-11-20 00:00:00.000
122337,1,2025-11-23 00:00:00.000,2025-12-05 00:00:00.000,2025-11-28 00:00:00.000,5,1,SO122337,PO213121691,10-4020-005325,5325,4312,10016,OVERNIGHT J-FAST,,244.706,19.5765,23.457,287.7395,,1F19894A-500D-4890-8778-BBFA1C623F9F,2025-11-23 00:00:00.000
122338,1,2025-11-23 00:00:00.000,2025-12-05 00:00:00.000,2025-11-28 00:00:00.000,5,0,SO122338,PO370636486,10-4020-000099,99,7900,11237,XRQ - TRUCK GROUND,,2217.029,177.3623,23.6344,2418.0257,,E506F304-97CA-40A3-8855-670F68CC8BC9,2025-11-23 00:00:00.000
122339,1,2025-11-25 00:00:00.000,2025-12-07 00:00:00.000,2025-11-30 00:00:00.000,5,0,SO122339,PO209659190,10-4020-001949,1949,5431,10840,XRQ - TRUCK GROUND,,2339.377,187.1502,25.4354,2551.9626,,6F38D98F-58B3-4608-A548-A20F236986BB,2025-11-25 00:00:00.000
122340,1,2025-11-25 00:00:00.000,2025-12-07 00:00:00.000,2025-11-30 00:00:00.000,5,0,SO122340,PO265575161,10-4020-000654,654,739,11320,CARGO TRANSPORT 5,,1243.268,99.4614,25.2534,1367.9828,,614866EC-5A28-4B44-B4C0-5CCD466FB1EB,2025-11-25 00:00:00.000
122341,1,2025-11-29 00:00:00.000,2025-12-11 00:00:00.000,2025-12-04 00:00:00.000,5,0,SO122341,PO912048430,10-4020-001258,1258,6823,97,CARGO TRANSPORT 5,,1290.1505,103.212,38.3468,1431.7093,,9A58843B-C635-4DEC-A764-41C2FBEA3EB0,2025-11-29 00:00:00.000
122342,1,2025-11-27 00:00:00.000,2025-12-09 00:00:00.000,2025-12-02 00:00:00.000,5,1,SO122342,PO400006840,10-4020-004061,4061,11676,486,XRQ - TRUCK GROUND,,472.478,37.7982,14.5014,524.7776,,FAFA3D22-FD8A-4723-8690-F5FE8A01507B,2025-11-27 00:00:00.000
122343,1,2025-11-27 00:00:00.000,2025-12-09 00:00:00.000,2025-12-02 00:00:00.000,5,0,SO122343,PO653923885,10-4020-002244,2244,9156,7021,CARGO TRANSPORT 5,,1298.8365,103.9069,39.3853,1442.1287,,103744E8-3B3B-43BB-9332-F9F6392BCD5E,2025-11-27 00:00:00.000
122344,1,2025-11-25 00:00:00.000,2025-12-07 00:00:00.000,2025-11-30 00:00:00.000,5,0,SO122344,PO632005994,10-4020-003943,3943,8229,9678,OVERNIGHT J-FAST,,759.567,60.7654,28.3844,848.7168,,3A1E51FF-D314-4F6A-A2ED-68CB3050CF37,2025-11-25 00:00:00.000
122345,1,2025-11-23 00:00:00.000,2025-12-05 00:00:00.000,2025-11-28 00:00:00.000,5,1,SO122345,PO872448141,10-4020-001146,1146,478,5981,XRQ - TRUCK GROUND,,12683.452,1014.6762,31.1816,13729.3098,,00ACF2BE-D30A-4B83-BE40-3910D2395662,2025-11-23 00:00:00.000
122346,1,2025-11-29 00:00:00.000,2025-12-11 00:00:00.000,2025-12-04 00:00:00.000,5,1,SO122346,PO647803921,10-4020-008552,8552,7777,6029,OVERNIGHT J-FAST,,151.92,12.1536,19.1004,183.174,,7CD5F537-2C21-49D9-9503-CF24A2B93640,2025-11-29 00:00:00.000
122347,1,2025-11-22 00:00:00.000,2025-12-04 00:00:00.000,2025-11-27 00:00:00.000,5,0,SO122347,PO811016854,10-4020-009398,9398,10263,4717,XRQ - TRUCK GROUND,,419.739,33.5791,28.3289,481.647,,936C4042-FBB8-4937-86D3-B1B6821F8D14,2025-11-22 00:00:00.000
122348,1,2025-11-29 00:00:00.000,2025-12-11 00:00:00.000,2025-12-04 00:00:00.000,5,0,SO122348,PO179066684,10-4020-004306,4306,2087,3561,XRQ - TRUCK GROUND,,4041.777,323.3422,34.9252,4400.0444,,38D0CA2E-3586-4DEE-90BB-27063DD0EB0C,2025-11-29 00:00:00.000
122349,1,2025-11-22 00:00:00.000,2025-12-04 00:00:00.000,2025-11-27 00:00:00.000,5,1,SO122349,PO357561564,10-4020-006043,6043,5209,7824,CARGO TRANSPORT 5,,225.576,18.0461,12.5181,256.1402,,557A5D7D-1838-441B-AB1F-008FEDC25C2A,2025-11-22 00:00:00.000
122350,1,2025-11-22 00:00:00.000,2025-12-04 00:00:00.000,2025-11-27 00:00:00.000,5,1,SO122350,PO729492173,10-4020-005904,5904,3349,1679,OVERNIGHT J-FAST,,1946.676,155.7341,34.2505,2136.6606,,3DCB7F25-FCB8-44A5-8297-AE6F9B5D9C54,2025-11-22 00:00:00.000
122351,1,2025-11-26 00:00:00.000,2025-12-08 00:00:00.000,2025-12-01 00:00:00.000,5,0,SO122351,PO110188180,10-4020-006330,6330,53,5191,XRQ - TRUCK GROUND,,678.7825,54.3026,32.5771,765.6622,,49DB0C3D-1D98-4B3E-84BB-E31338C44A75,2025-11-26 00:00:00.000
122352,1,2025-11-26 00:00:00.000,2025-12-08 00:00:00.000,2025-12-01 00:00:00.000,5,0,SO122352,PO730292706,10-4020-009096,9096,11646,2124,XRQ - TRUCK GROUND,,80.208,6.4166,32.5268,119.1514,,92944F5E-A71A-4CDE-8A4A-573EA5FFF8CA,2025-11-26 00:00:00.000
122353,1,2025-11-21 00:00:00.000,2025-12-03 00:00:00.000,2025-11-26 00:00:00.000,5,1,SO122353,PO640394758,10-4020-003433,3433,8657,2255,OVERNIGHT J-FAST,,868.3875,69.471,37.4212,975.2797,,E22EC030-617B-49FC-9FC0-BA377522FC90,2025-11-21 00:00:00.000
122354,1,2025-11-25 00:00:00.000,2025-12-07 00:00:00.000,2025-11-30 00:00:00.000,5,1,SO122354,PO576835294,10-4020-003184,3184,6047,8123,CARGO TRANSPORT 5,,2192.429,175.3943,26.8465,2394.6698,,FB698270-2B2C-44FD-8978-85A2DD56ACAC,2025-11-25 00:00:00.000
122355,1,2025-11-24 00:00:00.000,2025-12-06 00:00:00.000,2025-11-29 00:00:00.000,5,1,SO122355,PO724863866,10-4020-007469,7469,7949,11601,OVERNIGHT J-FAST,,489.915,39.1932,36.0112,565.1194,,26E8208A-C64C-4899-8104-7985D96B681C,2025-11-24 00:00:00.000
122356,1,2025-11-25 00:00:00.000,2025-12-07 00:00:00.000,2025-11-30 00:00:00.000,5,0,SO122356,PO383206577,10-4020-003236,3236,10358,1778,CARGO TRANSPORT 5,,127.48,10.1984,39.245,176.9234,,FC8D2850-7DD8-4251-9D88-17090C8EF8BB,2025-11-25 00:00:00.000
122357,1,2025-11-23 00:00:00.000,2025-12-05 00:00:00.000,2025-11-28 00:00:00.000,5,0,SO122357,PO169011172,10-4020-003872,3872,517,4407,XRQ - TRUCK GROUND,,646.056,51.6845,24.0196,721.7601,,B16B84C9-B6A7-42B7-B378-FCBCE3192512,2025-11-23 00:00:00.000
122358,1,2025-11-23 00:00:00.000,2025-12-05 00:00:00.000,2025-11-28 00:00:00.000,5,1,SO122358,PO130353500,10-4020-004235,4235,1761,10902,OVERNIGHT J-FAST,,797.9405,63.8352,39.1568,900.9325,,C2D3FA35-06CA-40DF-A08D-6814AD940D73,2025-11-23 00:00:00.000
