SalesOrderID,RevisionNumber,OrderDate,DueDate,ShipDate,Status,OnlineOrderFlag,SalesOrderNumber,PurchaseOrderNumber,AccountNumber,CustomerID,ShipToAddressID,BillToAddressID,ShipMethod,CreditCardApprovalCode,SubTotal,TaxAmt,Freight,TotalDue,Comment,rowguid,ModifiedDate
122784,1,2025-11-22 00:00:00.000,2025-12-04 00:00:00.000,2025-11-27 00:00:00.000,5,0,SO122784,PO609900247,10-4020-009181,9181,7268,2286,XRQ - TRUCK GROUND,,5285.499,422.8399,12.2416,5720.5805,,55012DD5-9D76-41EC-98F9-C026D56EB2BE,2025-11-22 00:00:00.000
122785,1,2025-11-22 00:00:00.000,2025-12-04 00:00:00.000,2025-11-27 00:00:00.000,5,1,SO122785,PO281683722,10-4020-002555,2555,6393,9356,CARGO TRANSPORT 5,,3378.081,270.2465,16.3227,3664.6502,,9010DF05-0B20-4807-A09B-F2B0BC9993B8,2025-11-22 00:00:00.000
122786,1,2025-11-28 00:00:00.000,2025-12-10 00:00:00.000,2025-12-03 00:00:00.000,5,1,SO122786,PO737727729,10-4020-007047,7047,6185,5991,XRQ - TRUCK GROUND,,848.598,67.8878,24.4665,940.9523,,FF16F90A-B222-4941-9DE4-BF48335CF72B,2025-11-28 00:00:00.000
122787,1,2025-11-28 00:00:00.000,2025-12-10 00:00:00.000,2025-12-03 00:00:00.000,5,0,SO122787,PO160153672,10-4020-005261,5261,10820,3270,OVERNIGHT J-FAST,,3136.744,250.9395,33.1798,3420.8633,,467F4383-B1CC-4BB6-96A2-EA59032C914B,2025-11-28 00:00:00.000
122788,1,2025-11-20 00:00:00.000,2025-12-02 00:00:00.000,2025-11-25 00:00:00.000,5,1,SO122788,PO128062088,10-4020-005055,5055,9727,5988,XRQ - TRUCK GROUND,,1477.0835,118.1667,20.2439,1615.4941,,5B857D8B-7523-4F6D-862E-EC3309800905,2025-11-20 00:00:00.000
122789,1,2025-11-28 00:00:00.000,2025-12-10 00:00:00.000,2025-12-03 00:00:00.000,5,1,SO122789,PO918085398,10-4020-002149,2149,10273,5117,OVERNIGHT J-FAST,,170.8575,13.6686,27.568,212.0941,,65B583A5-A1C6-4224-8683-BD9071B675C3,2025-11-28 00:00:00.000
122790,1,2025-11-26 00:00:00.000,2025-12-08 00:00:00.000,2025-12-01 00:00:00.000,5,0,SO122790,PO220963279,10-4020-002672,2672,6459,8279,XRQ - TRUCK GROUND,,552.07,44.1656,22.0471,618.2827,,8842B05A-C519-4015-9B01-FC94F681FCB7,2025-11-26 00:00:00.000
122791,1,2025-11-26 00:00:00.000,2025-12-08 00:00:00.000,2025-12-01 00:00:00.000,5,0,SO122791,PO741421136,10-4020-007154,7154,107,8835,XRQ - TRUCK GROUND,,5396.03,431.6824,26.6672,5854.3796,,FFC3B09F-FB80-46D6-874C-B8483ED37508,2025-11-26 00:00:00.000
122792,1,2025-11-28 00:00:00.000,2025-12-10 00:00:00.000,2025-12-03 00:00:00.000,5,0,SO122792,PO879572094,10-4020-006739,6739,6773,9809,OVERNIGHT J-FAST,,264.03,21.1224,37.4195,322.5719,,0C274D28-CFFF-496E-8A88-2C2A31FEE377,2025-11-28 00:00:00.000
122793,1,2025-11-29 00:00:00.000,2025-12-11 00:00:00.000,2025-12-04 00:00:00.000,5,1,SO122793,PO759883777,10-4020-005465,5465,6582,5295,XRQ - TRUCK GROUND,,310.167,24.8134,24.0769,359.0573,,749F94CB-E2BE-44F6-9CCB-39368CECA379,2025-11-29 00:00:00.000
122794,1,2025-11-20 00:00:00.000,2025-12-02 00:00:00.000,2025-11-25 00:00:00.000,5,1,SO122794,PO638054036,10-4020-002341,2341,8822,3711,OVERNIGHT J-FAST,,2155.399,172.4319,10.9418,2338.7727,,F242F42C-35C2-491B-8830-E31BE90C46B9,2025-11-20 00:00:00.000
122795,1,2025-11-20 00:00:00.000,2025-12-02 00:00:00.000,2025-11-25 00:00:00.000,5,0,SO122795,PO349306759,10-4020-003601,3601,1187,4040,CARGO TRANSPORT 5,,7724.973,617.9978,15.7369,8358.7077,,DD92BD08-7C4F-4F6B-BC8C-5B986C700AE4,2025-11-20 00:00:00.000
122796,1,2025-11-27 00:00:00.000,2025-12-09 00:00:00.000,2025-12-02 00:00:00.000,5,1,SO122796,PO571387127,10-4020-003386,3386,4476,11060,XRQ - TRUCK GROUND,,2564.779,205.1823,37.4165,2807.3778,,18B37D3C-AB0D-42B9-8A77-761960A1E65C,2025-11-27 00:00:00.000
122797,1,2025-11-22 00:00:00.000,2025-12-04 00:00:00.000,2025-11-27 00:00:00.000,5,1,SO122797,PO962458958,10-4020-003866,3866,6440,4587,CARGO TRANSPORT 5,,101.98,8.1584,17.3329,127.4713,,BE9186BC-F6A5-4E33-9D50-F79FA9A5F8C0,2025-11-22 00:00:00.000
122798,1,2025-11-29 00:00:00.000,2025-12-11 00:00:00.000,2025-12-04 00:00:00.000,5,1,SO122798,PO803902229,10-4020-009865,9865,1052,5581,OVERNIGHT J-FAST,,900.2295,72.0184,38.5108,1010.7587,,3D06B849-C3E9-4903-96FE-EE03F093634F,2025-11-29 00:00:00.000
122799,1,2025-11-27 00:00:00.000,2025-12-09 00:00:00.000,2025-12-02 00:00:00.000,5,0,SO122799,PO430825469,10-4020-002148,2148,9023,3928,OVERNIGHT J-FAST,,3303.669,264.2935,23.1223,3591.0848,,9500F1D3-D254-44A3-B61A-D313F043858A,2025-11-27 00:00:00.000
122800,1,2025-11-25 00:00:00.000,2025-12-07 00:00:00.000,2025-11-30 00:00:00.000,5,0,SO122800,PO889672496,10-4020-007272,7272,10142,4863,CARGO TRANSPORT 5,,2445.827,195.6662,12.08,2653.5732,,5C5D6FC8-619C-45B2-8430-E57C2297357C,2025-11-25 00:00:00.000
122801,1,2025-11-24 00:00:00.000,2025-12-06 00:00:00.000,2025-11-29 00:00:00.000,5,0,SO122801,PO425241450,10-4020-008734,8734,2480,1347,XRQ - TRUCK GROUND,,492.8315,39.4265,20.6384,552.8964,,663182E0-08FC-4B89-95AD-29BEB7475D0E,2025-11-24 00:00:00.000
122802,1,2025-11-28 00:00:00.000,2025-12-10 00:00:00.000,2025-12-03 00:00:00.000,5,0,SO122802,PO187751782,10-4020-002407,2407,5288,5635,OVERNIGHT J-FAST,,81.13,6.4904,26.1661,113.7865,,D4C050D0-1E99-4357-BCB7-1F710D807DAE,2025-11-28 00:00:00.000
122803,1,2025-11-21 00:00:00.000,2025-12-03 00:00:00.000,2025-11-26 00:00:00.000,5,1,SO122803,PO873802929,10-4020-004011,4011,11277,8347,CARGO TRANSPORT 5,,2555.041,204.4033,24.6015,2784.0458,,881A1703-D75E-492A-AE50-E399A229B90A,2025-11-21 00:00:00.000
122804,1,2025-11-20 00:00:00.000,2025-12-02 00:00:00.000,2025-11-25 00:00:00.000,5,0,SO122804,PO590848363,10-4020-003814,3814,6223,7254,XRQ - TRUCK GROUND,,456.5895,36.5272,11.9002,505.0169,,87BF7F5F-FE79-481F-8295-B585E1C9A608,2025-11-20 00:00:00.000
122805,1,2025-11-22 00:00:00.000,2025-12-04 00:00:00.000,2025-11-27 00:00:00.000,5,1,SO122805,PO155831661,10-4020-001775,1775,9292,5659,OVERNIGHT J-FAST,,94.62,7.5696,18.7949,120.9845,,20ECD7C6-5E92-45BC-913D-2F3AFFD4A78A,2025-11-22 00:00:00.000
122806,1,2025-11-22 00:00:00.000,2025-12-04 00:00:00.000,2025-11-27 00:00:00.000,5,0,SO122806,PO909237481,10-4020-003526,3526,9159,4429,XRQ - TRUCK GROUND,,2279.055,182.3244,27.9464,2489.3258,,0B2BA295-F863-480C-AB08-39C90E5A6C8D,2025-11-22 00:00:00.000
122807,1,2025-11-27 00:00:00.000,2025-12-09 00:00:00.000,2025-12-02 00:00:00.000,5,1,SO122807,PO853824930,10-4020-001487,1487,10257,8470,OVERNIGHT J-FAST,,2669.9935,213.5995,18.417,2902.01,,CAAB7912-0115-4A69-AC85-BC9700D4CF62,2025-11-27 00:00:00.000
122808,1,2025-11-21 00:00:00.000,2025-12-03 00:00:00.000,2025-11-26 00:00:00.000,5,1,SO122808,PO144985383,10-4020-003025,3025,8137,10359,XRQ - TRUCK GROUND,,375.9325,30.0746,24.9725,430.9796,,7838863A-C79F-4572-8303-E009F7818BEA,2025-11-21 00:00:00.000
122809,1,2025-11-29 00:00:00.000,2025-12-11 00:00:00.000,2025-12-04 00:00:00.000,5,0,SO122809,PO345647596,10-4020-006404,6404,3025,1596,OVERNIGHT J-FAST,,1236.08,98.8864,20.3389,1355.3053,,1BEA6EFA-A17E-43EB-8134-59676FAC16ED,2025-11-29 00:00:00.000
122810,1,2025-11-27 00:00:00.000,2025-12-09 00:00:00.000,2025-12-02 00:00:00.000,5,0,SO122810,PO878800293,10-4020-003558,3558,2176,645,OVERNIGHT J-FAST,,478.46,38.2768,16.1873,532.9241,,0832E9A3-4A88-4542-82E5-0A1C4291D607,2025-11-27 00:00:00.000
122811,1,2025-11-22 00:00:00.000,2025-12-04 00:00:00.000,2025-11-27 00:00:00.000,5,1,SO122811,PO947777063,10-4020-006827,6827,3783,3878,CARGO TRANSPORT 5,,1056.725,84.538,37.2651,1178.5281,,EFC2F433-35AC-476B-8C22-62A8B6C5E5EB,2025-11-22 00:00:00.000
122812,1,2025-11-23 00:00:00.000,2025-12-05 00:00:00.000,2025-11-28 00:00:00.000,5,1,SO122812,PO625937305,10-4020-008041,8041,10811,1293,OVERNIGHT J-FAST,,976.05,78.084,13.8011,1067.9351,,C44102BC-E96C-4C03-A888-7FF27D7FF2EF,2025-11-23 00:00:00.000
122813,1,2025-11-21 00:00:00.000,2025-12-03 00:00:00.000,2025-11-26 00:00:00.000,5,1,SO122813,PO824495309,10-4020-008246,8246,1804,9437,XRQ - TRUCK GROUND,,209.49,16.7592,17.0627,243.3119,,C19C8B5A-CBD2-47E7-AB56-21788C2BD70E,2025-11-21 00:00:00.000
122814,1,2025-11-26 00:00:00.000,2025-12-08 00:00:00.000,2025-12-01 00:00:00.000,5,0,SO122814,PO375018911,10-4020-007871,7871,11672,1595,XRQ - TRUCK GROUND,,840.6825,67.2546,39.4825,947.4196,,A5D76B32-9A05-4277-8FCC-65587E7DF145,2025-11-26 00:00:00.000
122815,1,2025-11-24 00:00:00.000,2025-12-06 00:00:00.000,2025-11-29 00:00:00.000,5,0,SO122815,PO192726771,10-4020-002946,2946,5807,5545,CARGO TRANSPORT 5,,1956.4205,156.5136,39.7359,2152.67,,9E00CE2B-3F63-4CB6-A801-43E4014D0E6E,2025-11-24 00:00:00.000
122816,1,2025-11-28 00:00:00.000,2025-12-10 00:00:00.000,2025-12-03 00:00:00.000,5,1,SO122816,PO112086979,10-4020-006863,6863,138,4260,XRQ - TRUCK GROUND,,6632.69,530.6152,10.1213,7173.4265,,DFE2A65D-837C-4E58-8DEF-FD763B9807B8,2025-11-28 00:00:00.000
122817,1,2025-11-28 00:00:00.000,2025-12-10 00:00:00.000,2025-12-03 00:00:00.000,5,1,SO122817,PO263248521,10-4020-008063,8063,10146,11732,XRQ - TRUCK GROUND,,1152.753,92.2202,38.191,1283.1642,,47DC7ED2-1F68-4A9E-9701-E71E83FADD4B,2025-11-28 00:00:00.000
122818,1,2025-11-20 00:00:00.000,2025-12-02 00:00:00.000,2025-11-25 00:00:00.000,5,1,SO122818,PO148745080,10-4020-004883,4883,10568,830,CARGO TRANSPORT 5,,220.913,17.673,31.0898,269.6758,,AC02F6C3-23BD-4EF8-9850-4B4FC259F850,2025-11-20 00:00:00.000
122819,1,2025-11-27 00:00:00.000,2025-12-09 00:00:00.000,2025-12-02 00:00:00.000,5,1,SO122819,PO162922447,10-4020-009442,9442,598,5075,XRQ - TRUCK GROUND,,938.3315,75.0665,14.4793,1027.8773,,6EFA1326-9658-40E4-A56A-A2F3B68AFFA3,2025-11-27 00:00:00.000
122820,1,2025-11-27 00:00:00.000,2025-12-09 00:00:00.000,2025-12-02 00:00:00.000,5,1,SO122820,PO993698761,10-4020-004283,4283,53,2198,XRQ - TRUCK GROUND,,498.634,39.8907,26.1979,564.7226,,8479EA66-BB25-451E-9F29-137B88196091,2025-11-27 00:00:00.000
122821,1,2025-11-25 00:00:00.000,2025-12-07 00:00:00.000,2025-11-30 00:00:00.000,5,0,SO122821,PO206844251,10-4020-003192,3192,307,7152,CARGO TRANSPORT 5,,536.2965,42.9037,24.8267,604.0269,,5D2EF414-854E-4AAE-82B3-3AE770F0BF2F,2025-11-25 00:00:00.000
122822,1,2025-11-28 00:00:00.000,2025-12-10 00:00:00.000,2025-12-03 00:00:00.000,5,0,SO122822,PO112915353,10-4020-003677,3677,11063,8205,XRQ - TRUCK GROUND,,563.844,45.1075,14.0678,623.0193,,D5306D5B-AE17-4F9A-8F68-B1B0DA07C759,2025-11-28 00:00:00.000
122823,1,2025-11-29 00:00:00.000,2025-12-11 00:00:00.000,2025-12-04 00:00:00.000,5,1,SO122823,PO502476427,10-4020-002291,2291,7044,4964,XRQ - TRUCK GROUND,,3121.441,249.7153,18.1461,3389.3024,,ED283B2F-18D0-409F-AA00-4FC06A9A059E,2025-11-29 00:00:00.000
122824,1,2025-11-20 00:00:00.000,2025-12-02 00:00:00.000,2025-11-25 00:00:00.000,5,0,SO122824,PO443676349,10-4020-006547,6547,8118,2760,XRQ - TRUCK GROUND,,793.78,63.5024,33.7723,891.0547,,AA97A2DF-F830-40A5-8766-588A44EDA00D,2025-11-20 00:00:00.000
122825,1,2025-11-25 00:00:00.000,2025-12-07 00:00:00.000,2025-11-30 00:00:00.000,5,1,SO122825,PO638757890,10-4020-009464,9464,10145,6817,XRQ - TRUCK GROUND,,395.202,31.6162,11.9124,438.7306,,1688FB7E-E152-4ED9-B8C3-C39BDF71015D,2025-11-25 00:00:00.000
122826,1,2025-11-22 00:00:00.000,2025-12-04 00:00:00.000,2025-11-27 00:00:00.000,5,1,SO122826,PO975923136,10-4020-009164,9164,7527,7175,XRQ - TRUCK GROUND,,785.316,62.8253,23.0613,871.2026,,5DBD98B6-FF64-4F27-A422-A9F0A4B12B2C,2025-11-22 00:00:00.000
122827,1,2025-11-28 00:00:00.000,2025-12-10 00:00:00.000,2025-12-03 00:00:00.000,5,0,SO122827,PO856939300,10-4020-009274,9274,8923,7656,XRQ - TRUCK GROUND,,4508.901,360.7121,37.4667,4907.0798,,FA2EF852-5A84-4DD1-9018-CE8E6CC27EDA,2025-11-28 00:00:00.000
122828,1,2025-11-27 00:00:00.000,2025-12-09 00:00:00.000,2025-12-02 00:00:00.000,5,1,SO122828,PO545579454,10-4020-003578,3578,354,2492,XRQ - TRUCK GROUND,,1989.799,159.1839,35.5782,2184.5611,,680B6FC0-A5CB-48DE-A1C4-F01D5CEDF0C9,2025-11-27 00:00:00.000
122829,1,2025-11-24 00:00:00.000,2025-12-06 00:00:00.000,2025-11-29 00:00:00.000,5,1,SO122829,PO156310948,10-4020-003039,3039,8363,2877,XRQ - TRUCK GROUND,,18.56,1.4848,30.2431,50.2879,,7CB8AAF7-93C8-4FD8-AA80-EED4386601F9,2025-11-24 00:00:00.000
122830,1,2025-11-27 00:00:00.000,2025-12-09 00:00:00.000,2025-12-02 00:00:00.000,5,0,SO122830,PO811504988,10-4020-009576,9576,1683,1087,CARGO TRANSPORT 5,,3546.1905,283.6952,10.5491,3840.4348,,023E95D9-12D3-4B24-BC39-C83F42A9F47B,2025-11-27 00:00:00.000
122831,1,2025-11-21 00:00:00.000,2025-12-03 00:00:00.000,2025-11-26 00:00:00.000,5,1,SO122831,PO446689450,10-4020-010244,10244,1318,6032,XRQ - TRUCK GROUND,,6049.0855,483.9268,35.2675,6568.2798,,9922A47B-0F34-4C51-ADCD-C5AB71DBFF7E,2025-11-21 00:00:00.000
122832,1,2025-11-29 00:00:00.000,2025-12-11 00:00:00.000,2025-12-04 00:00:00.000,5,1,SO122832,PO809790300,10-4020-007592,7592,9090,5260,XRQ - TRUCK GROUND,,133.0095,10.6408,32.2972,175.9475,,649CCF5B-7A1D-47E9-AC54-5E6044A4453B,2025-11-29 00:00:00.000
122833,1,2025-11-27 00:00:00.000,2025-12-09 00:00:00.000,2025-12-02 00:00:00.000,5,0,SO122833,PO211308772,10-4020-001436,1436,3444,8793,XRQ - TRUCK GROUND,,135.6315,10.8505,11.8434,158.3254,,75C9F4D1-2B41-44EC-86F7-B3CBF8C39512,2025-11-27 00:00:00.000
122834,1,2025-11-24 00:00:00.000,2025-12-06 00:00:00.000,2025-11-29 00:00:00.000,5,0,SO122834,PO711118813,10-4020-001881,1881,9273,793,XRQ - TRUCK GROUND,,2046.267,163.7014,15.5852,2225.5536,,E56E264E-DDF9-4FA4-BFB0-FFC9DFC4C3F1,2025-11-24 00:00:00.000
122835,1,2025-11-27 00:00:00.000,2025-12-09 00:00:00.000,2025-12-02 00:00:00.000,5,1,SO122835,PO495846853,10-4020-008607,8607,10777,388,CARGO TRANSPORT 5,,972.052,77.7642,11.3594,1061.1756,,7D945C43-DD5C-4C67-86E6-5348AE5EB09A,2025-11-27 00:00:00.000
122836,1,2025-11-20 00:00:00.000,2025-12-02 00:00:00.000,2025-11-25 00:00:00.000,5,0,SO122836,PO404746444,10-4020-002787,2787,11475,1312,OVERNIGHT J-FAST,,113.92,9.1136,27.041,150.0746,,87E026FE-C5F4-4AA2-BA56-DF08E4B6FF25,2025-11-20 00:00:00.000
122837,1,2025-11-27 00:00:00.000,2025-12-09 00:00:00.000,2025-12-02 00:00:00.000,5,0,SO122837,PO724951560,10-4020-003989,3989,6350,4170,XRQ - TRUCK GROUND,,327.0755,26.166,12.7219,365.9634,,3FD2F692-84A1-45EB-8CE6-4F4D6C8957D0,2025-11-27 00:00:00.000
122838,1,2025-11-23 00:00:00.000,2025-12-05 00:00:00.000,2025-11-28 00:00:00.000,5,0,SO122838,PO885764707,10-4020-003262,3262,9060,483,CARGO TRANSPORT 5,,1823.278,145.8622,13.769,1982.9092,,9DE795FB-0D31-44A4-B1B8-AF74BCB2AD5C,2025-11-23 00:00:00.000
122839,1,2025-11-23 00:00:00.000,2025-12-05 00:00:00.000,2025-11-28 00:00:00.000,5,0,SO122839,PO105837994,10-4020-001658,1658,6634,10747,CARGO TRANSPORT 5,,2694.987,215.599,26.5852,2937.1712,,313B6722-E9E6-4DD8-90B2-5C76FC971A63,2025-11-23 00:00:00.000
122840,1,2025-11-24 00:00:00.000,2025-12-06 00:00:00.000,2025-11-29 00:00:00.000,5,1,SO122840,PO133050927,10-4020-006504,6504,1568,6535,XRQ - TRUCK GROUND,,836.154,66.8923,31.2542,934.3005,,9FCD6B39-D4A2-4290-B838-56DCFDEA8379,2025-11-24 00:00:00.000
122841,1,2025-11-23 00:00:00.000,2025-12-05 00:00:00.000,2025-11-28 00:00:00.000,5,1,SO122841,PO610659014,10-4020-010227,10227,9068,2891,XRQ - TRUCK GROUND,,4931.299,394.5039,13.0933,5338.8962,,AC59CF24-9D0D-459F-B274-01650BE17324,2025-11-23 00:00:00.000
122842,1,2025-11-25 00:00:00.000,2025-12-07 00:00:00.000,2025-11-30 00:00:00.000,5,0,SO122842,PO688257048,10-4020-009388,9388,755,9392,XRQ - TRUCK GROUND,,194.31,15.5448,10.7448,220.5996,,B7FFF7C2-9991-4C02-A05C-DCBA353DC97D,2025-11-25 00:00:00.000
122843,1,2025-11-20 00:00:00.000,2025-12-02 00:00:00.000,2025-11-25 00:00:00.000,5,0,SO122843,PO470274184,10-4020-001612,1612,11914,7573,OVERNIGHT J-FAST,,2053.722,164.2978,15.291,2233.3108,,B2E778A7-97C7-42DF-9B86-9781B6A221AE,2025-11-20 00:00:00.000
122844,1,2025-11-22 00:00:00.000,2025-12-04 00:00:00.000,2025-11-27 00:00:00.000,5,0,SO122844,PO598781737,10-4020-003622,3622,10956,462,XRQ - TRUCK GROUND,,830.0175,66.4014,34.102,930.5209,,59F573B2-A90A-4A3A-B132-E71089A67CEC,2025-11-22 00:00:00.000
122845,1,2025-11-20 00:00:00.000,2025-12-02 00:00:00.000,2025-11-25 00:00:00.000,5,0,SO122845,PO543426230,10-4020-006641,6641,7454,681,CARGO TRANSPORT 5,,3370.752,269.6602,28.3727,3668.7849,,FC097821-127B-4D1A-A9D3-FE4FB8A74C04,2025-11-20 00:00:00.000
122846,1,2025-11-28 00:00:00.000,2025-12-10 00:00:00.000,2025-12-03 00:00:00.000,5,1,SO122846,PO187446527,10-4020-000314,314,11540,8003,CARGO TRANSPORT 5,,5765.862,461.269,31.6096,6258.7406,,97FAC6F4-1593-47F1-A4CA-A949C8AD078B,2025-11-28 00:00:00.000
122847,1,2025-11-23 00:00:00.000,2025-12-05 00:00:00.000,2025-11-28 00:00:00.000,5,1,SO122847,PO662759832,10-4020-002722,2722,1373,10473,CARGO TRANSPORT 5,,751.367,60.1094,31.2526,842.729,,AC054528-CD86-4F9F-81D4-1A53CEC79F54,2025-11-23 00:00:00.000
122848,1,2025-11-26 00:00:00.000,2025-12-08 00:00:00.000,2025-12-01 00:00:00.000,5,0,SO122848,PO658927826,10-4020-008191,8191,7334,3379,XRQ - TRUCK GROUND,,963.6955,77.0956,19.9334,1060.7245,,B1922962-CA78-416E-8778-AFBB02CF5946,2025-11-26 00:00:00.000
122849,1,2025-11-23 00:00:00.000,2025-12-05 00:00:00.000,2025-11-28 00:00:00.000,5,0,SO122849,PO969384910,10-4020-002636,2636,2835,3093,XRQ - TRUCK GROUND,,67.815,5.4252,25.458,98.6982,,206C83D3-30C7-4CAB-9929-27BF4A91D905,2025-11-23 00:00:00.000
122850,1,2025-11-20 00:00:00.000,2025-12-02 00:00:00.000,2025-11-25 00:00:00.000,5,1,SO122850,PO758988810,10-4020-007966,7966,106,11826,XRQ - TRUCK GROUND,,750.9565,60.0765,37.299,848.332,,817027C9-44E0-401D-B5A8-A5F787511E2B,2025-11-20 00:00:00.000
122851,1,2025-11-24 00:00:00.000,2025-12-06 00:00:00.000,2025-11-29 00:00:00.000,5,0,SO122851,PO565017286,10-4020-008058,8058,8333,8181,XRQ - TRUCK GROUND,,74.08,5.9264,26.9179,106.9243,,BE62171F-AD80-4891-A287-8D0BDC1D266E,2025-11-24 00:00:00.000
122852,1,2025-11-28 00:00:00.000,2025-12-10 00:00:00.000,2025-12-03 00:00:00.000,5,1,SO122852,PO510092762,10-4020-001215,1215,2796,6467,CARGO TRANSPORT 5,,3558.272,284.6618,16.6467,3859.5805,,09621ED9-342A-48AE-B3DC-0A5BE57E05EE,2025-11-28 00:00:00.000
122853,1,2025-11-26 00:00:00.000,2025-12-08 00:00:00.000,2025-12-01 00:00:00.000,5,0,SO122853,PO634410515,10-4020-005445,5445,98,43,CARGO TRANSPORT 5,,163.02,13.0416,16.714,192.7756,,907BFBBA-04A2-4468-BDF9-8C9DBBBC60E2,2025-11-26 00:00:00.000
122854,1,2025-11-28 00:00:00.000,2025-12-10 00:00:00.000,2025-12-03 00:00:00.000,5,1,SO122854,PO529603797,10-4020-004301,4301,1513,446,CARGO TRANSPORT 5,,1194.725,95.578,27.0582,1317.3612,,C7276AFB-49FB-4AAA-B207-ABEDCA249855,2025-11-28 00:00:00.000
122855,1,2025-11-21 00:00:00.000,2025-12-03 00:00:00.000,2025-11-26 00:00:00.000,5,0,SO122855,PO849801828,10-4020-000137,137,10388,10132,OVERNIGHT J-FAST,,362.954,29.0363,29.1718,421.1621,,DC7087AF-8108-40DF-AB42-D8CF29236314,2025-11-21 00:00:00.000
122856,1,2025-11-28 00:00:00.000,2025-12-10 00:00:00.000,2025-12-03 00:00:00.000,5,1,SO122856,PO116993999,10-4020-000659,659,1787,8895,OVERNIGHT J-FAST,,942.08,75.3664,39.407,1056.8534,,939945B0-7274-4A32-857E-68FE8A442952,2025-11-28 00:00:00.000
122857,1,2025-11-29 00:00:00.000,2025-12-11 00:00:00.000,2025-12-04 00:00:00.000,5,0,SO122857,PO437891980,10-4020-000167,167,7985,8357,OVERNIGHT J-FAST,,2467.29,197.3832,13.5701,2678.2433,,3E394B1D-C1D2-4FEE-8197-ED012E3305DD,2025-11-29 00:00:00.000
